source_file,window_start_idx,window_size,label
exp2_19drivers_1car_1route.csv,1440,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,1470,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,1500,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,1530,30,NORMAL
exp2_19drivers_1car_1route.csv,1560,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,1590,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,1620,30,NORMAL
exp2_19drivers_1car_1route.csv,1650,30,NORMAL
exp2_19drivers_1car_1route.csv,1680,30,SLOW
exp2_19drivers_1car_1route.csv,1710,30,NORMAL
exp2_19drivers_1car_1route.csv,1740,30,NORMAL
exp2_19drivers_1car_1route.csv,1770,30,NORMAL
exp2_19drivers_1car_1route.csv,1800,30,NORMAL
exp2_19drivers_1car_1route.csv,1830,30,NORMAL
exp2_19drivers_1car_1route.csv,1860,30,NORMAL
exp2_19drivers_1car_1route.csv,1890,30,NORMAL
exp2_19drivers_1car_1route.csv,1920,30,NORMAL
exp2_19drivers_1car_1route.csv,1950,30,NORMAL
exp2_19drivers_1car_1route.csv,1980,30,SLOW
exp2_19drivers_1car_1route.csv,2010,30,NORMAL
exp2_19drivers_1car_1route.csv,2040,30,NORMAL
exp2_19drivers_1car_1route.csv,2070,30,NORMAL
exp2_19drivers_1car_1route.csv,2100,30,NORMAL
exp2_19drivers_1car_1route.csv,2130,30,NORMAL
exp2_19drivers_1car_1route.csv,2160,30,NORMAL
exp2_19drivers_1car_1route.csv,2190,30,NORMAL
exp2_19drivers_1car_1route.csv,2220,30,NORMAL
exp2_19drivers_1car_1route.csv,2250,30,NORMAL
exp2_19drivers_1car_1route.csv,2280,30,NORMAL
exp2_19drivers_1car_1route.csv,2310,30,NORMAL
exp2_19drivers_1car_1route.csv,2340,30,NORMAL
exp2_19drivers_1car_1route.csv,2370,30,NORMAL
exp2_19drivers_1car_1route.csv,2400,30,NORMAL
exp2_19drivers_1car_1route.csv,2430,30,SLOW
exp2_19drivers_1car_1route.csv,2460,30,NORMAL
exp2_19drivers_1car_1route.csv,2490,30,NORMAL
exp2_19drivers_1car_1route.csv,2520,30,NORMAL
exp2_19drivers_1car_1route.csv,2550,30,NORMAL
exp2_19drivers_1car_1route.csv,2580,30,NORMAL
exp2_19drivers_1car_1route.csv,2610,30,NORMAL
exp2_19drivers_1car_1route.csv,2640,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,2670,30,NORMAL
exp2_19drivers_1car_1route.csv,2700,30,NORMAL
exp2_19drivers_1car_1route.csv,2730,30,NORMAL
exp2_19drivers_1car_1route.csv,2760,30,NORMAL
exp2_19drivers_1car_1route.csv,2790,30,NORMAL
exp2_19drivers_1car_1route.csv,2820,30,NORMAL
exp2_19drivers_1car_1route.csv,2850,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,2880,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,2910,30,NORMAL
exp2_19drivers_1car_1route.csv,2940,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,2970,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3000,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3030,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3060,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3090,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3120,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3150,30,NORMAL
exp2_19drivers_1car_1route.csv,3180,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3210,30,NORMAL
exp2_19drivers_1car_1route.csv,3240,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3270,30,NORMAL
exp2_19drivers_1car_1route.csv,3300,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3330,30,NORMAL
exp2_19drivers_1car_1route.csv,3360,30,NORMAL
exp2_19drivers_1car_1route.csv,3390,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3420,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3450,30,NORMAL
exp2_19drivers_1car_1route.csv,3480,30,NORMAL
exp2_19drivers_1car_1route.csv,3510,30,NORMAL
exp2_19drivers_1car_1route.csv,3540,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3570,30,NORMAL
exp2_19drivers_1car_1route.csv,3600,30,NORMAL
exp2_19drivers_1car_1route.csv,3630,30,NORMAL
exp2_19drivers_1car_1route.csv,3660,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3690,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3720,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3750,30,NORMAL
exp2_19drivers_1car_1route.csv,3780,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3810,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3840,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3870,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3900,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3930,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3960,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,3990,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4020,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4050,30,NORMAL
exp2_19drivers_1car_1route.csv,4080,30,NORMAL
exp2_19drivers_1car_1route.csv,4110,30,NORMAL
exp2_19drivers_1car_1route.csv,4140,30,NORMAL
exp2_19drivers_1car_1route.csv,4170,30,NORMAL
exp2_19drivers_1car_1route.csv,4200,30,NORMAL
exp2_19drivers_1car_1route.csv,4230,30,NORMAL
exp2_19drivers_1car_1route.csv,4260,30,NORMAL
exp2_19drivers_1car_1route.csv,4290,30,NORMAL
exp2_19drivers_1car_1route.csv,4320,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4350,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4380,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4410,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4440,30,NORMAL
exp2_19drivers_1car_1route.csv,4470,30,NORMAL
exp2_19drivers_1car_1route.csv,4500,30,NORMAL
exp2_19drivers_1car_1route.csv,4530,30,NORMAL
exp2_19drivers_1car_1route.csv,4560,30,NORMAL
exp2_19drivers_1car_1route.csv,4590,30,NORMAL
exp2_19drivers_1car_1route.csv,4620,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4650,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4680,30,NORMAL
exp2_19drivers_1car_1route.csv,4710,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4740,30,NORMAL
exp2_19drivers_1car_1route.csv,4770,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4800,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4830,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4860,30,NORMAL
exp2_19drivers_1car_1route.csv,4890,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4920,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,4950,30,NORMAL
exp2_19drivers_1car_1route.csv,4980,30,NORMAL
exp2_19drivers_1car_1route.csv,5010,30,NORMAL
exp2_19drivers_1car_1route.csv,5040,30,NORMAL
exp2_19drivers_1car_1route.csv,5070,30,NORMAL
exp2_19drivers_1car_1route.csv,5100,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5130,30,NORMAL
exp2_19drivers_1car_1route.csv,5160,30,NORMAL
exp2_19drivers_1car_1route.csv,5190,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5220,30,NORMAL
exp2_19drivers_1car_1route.csv,5250,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5280,30,NORMAL
exp2_19drivers_1car_1route.csv,5310,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5340,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5370,30,NORMAL
exp2_19drivers_1car_1route.csv,5400,30,NORMAL
exp2_19drivers_1car_1route.csv,5430,30,NORMAL
exp2_19drivers_1car_1route.csv,5460,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5490,30,NORMAL
exp2_19drivers_1car_1route.csv,5520,30,NORMAL
exp2_19drivers_1car_1route.csv,5550,30,NORMAL
exp2_19drivers_1car_1route.csv,5580,30,NORMAL
exp2_19drivers_1car_1route.csv,5610,30,NORMAL
exp2_19drivers_1car_1route.csv,5640,30,NORMAL
exp2_19drivers_1car_1route.csv,5670,30,NORMAL
exp2_19drivers_1car_1route.csv,5700,30,NORMAL
exp2_19drivers_1car_1route.csv,5730,30,NORMAL
exp2_19drivers_1car_1route.csv,5760,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,5790,30,NORMAL
exp2_19drivers_1car_1route.csv,5820,30,NORMAL
exp2_19drivers_1car_1route.csv,5850,30,SLOW
exp2_19drivers_1car_1route.csv,5880,30,NORMAL
exp2_19drivers_1car_1route.csv,5910,30,NORMAL
exp2_19drivers_1car_1route.csv,5940,30,NORMAL
exp2_19drivers_1car_1route.csv,5970,30,NORMAL
exp2_19drivers_1car_1route.csv,6000,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6030,30,NORMAL
exp2_19drivers_1car_1route.csv,6060,30,NORMAL
exp2_19drivers_1car_1route.csv,6090,30,NORMAL
exp2_19drivers_1car_1route.csv,6120,30,NORMAL
exp2_19drivers_1car_1route.csv,6150,30,NORMAL
exp2_19drivers_1car_1route.csv,6180,30,NORMAL
exp2_19drivers_1car_1route.csv,6210,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6240,30,NORMAL
exp2_19drivers_1car_1route.csv,6270,30,NORMAL
exp2_19drivers_1car_1route.csv,6300,30,NORMAL
exp2_19drivers_1car_1route.csv,6330,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6360,30,SLOW
exp2_19drivers_1car_1route.csv,6390,30,SLOW
exp2_19drivers_1car_1route.csv,6420,30,NORMAL
exp2_19drivers_1car_1route.csv,6450,30,NORMAL
exp2_19drivers_1car_1route.csv,6480,30,NORMAL
exp2_19drivers_1car_1route.csv,6510,30,NORMAL
exp2_19drivers_1car_1route.csv,6540,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6570,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6600,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6630,30,NORMAL
exp2_19drivers_1car_1route.csv,6660,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6690,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6720,30,NORMAL
exp2_19drivers_1car_1route.csv,6750,30,NORMAL
exp2_19drivers_1car_1route.csv,6780,30,NORMAL
exp2_19drivers_1car_1route.csv,6810,30,NORMAL
exp2_19drivers_1car_1route.csv,6840,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6870,30,NORMAL
exp2_19drivers_1car_1route.csv,6900,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6930,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6960,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,6990,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7020,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7050,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7080,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7110,30,NORMAL
exp2_19drivers_1car_1route.csv,7140,30,NORMAL
exp2_19drivers_1car_1route.csv,7170,30,NORMAL
exp2_19drivers_1car_1route.csv,7200,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7230,30,NORMAL
exp2_19drivers_1car_1route.csv,7260,30,NORMAL
exp2_19drivers_1car_1route.csv,7290,30,NORMAL
exp2_19drivers_1car_1route.csv,7320,30,SLOW
exp2_19drivers_1car_1route.csv,7350,30,NORMAL
exp2_19drivers_1car_1route.csv,7380,30,NORMAL
exp2_19drivers_1car_1route.csv,7410,30,NORMAL
exp2_19drivers_1car_1route.csv,7440,30,NORMAL
exp2_19drivers_1car_1route.csv,7470,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7500,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7530,30,NORMAL
exp2_19drivers_1car_1route.csv,7560,30,NORMAL
exp2_19drivers_1car_1route.csv,7590,30,NORMAL
exp2_19drivers_1car_1route.csv,7620,30,NORMAL
exp2_19drivers_1car_1route.csv,7650,30,NORMAL
exp2_19drivers_1car_1route.csv,7680,30,NORMAL
exp2_19drivers_1car_1route.csv,7710,30,NORMAL
exp2_19drivers_1car_1route.csv,7740,30,SLOW
exp2_19drivers_1car_1route.csv,7770,30,NORMAL
exp2_19drivers_1car_1route.csv,7800,30,NORMAL
exp2_19drivers_1car_1route.csv,7830,30,NORMAL
exp2_19drivers_1car_1route.csv,7860,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7890,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,7920,30,NORMAL
exp2_19drivers_1car_1route.csv,7950,30,NORMAL
exp2_19drivers_1car_1route.csv,7980,30,NORMAL
exp2_19drivers_1car_1route.csv,8010,30,NORMAL
exp2_19drivers_1car_1route.csv,8040,30,NORMAL
exp2_19drivers_1car_1route.csv,8070,30,SLOW
exp2_19drivers_1car_1route.csv,8100,30,SLOW
exp2_19drivers_1car_1route.csv,8130,30,NORMAL
exp2_19drivers_1car_1route.csv,8160,30,NORMAL
exp2_19drivers_1car_1route.csv,8190,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8220,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8250,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8280,30,NORMAL
exp2_19drivers_1car_1route.csv,8310,30,NORMAL
exp2_19drivers_1car_1route.csv,8340,30,NORMAL
exp2_19drivers_1car_1route.csv,8370,30,NORMAL
exp2_19drivers_1car_1route.csv,8400,30,NORMAL
exp2_19drivers_1car_1route.csv,8430,30,NORMAL
exp2_19drivers_1car_1route.csv,8460,30,NORMAL
exp2_19drivers_1car_1route.csv,8490,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8520,30,SLOW
exp2_19drivers_1car_1route.csv,8550,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8580,30,NORMAL
exp2_19drivers_1car_1route.csv,8610,30,NORMAL
exp2_19drivers_1car_1route.csv,8640,30,NORMAL
exp2_19drivers_1car_1route.csv,8670,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8700,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8730,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8760,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,8790,30,NORMAL
exp2_19drivers_1car_1route.csv,8820,30,NORMAL
exp2_19drivers_1car_1route.csv,8850,30,NORMAL
exp2_19drivers_1car_1route.csv,8880,30,NORMAL
exp2_19drivers_1car_1route.csv,8910,30,NORMAL
exp2_19drivers_1car_1route.csv,8940,30,NORMAL
exp2_19drivers_1car_1route.csv,8970,30,NORMAL
exp2_19drivers_1car_1route.csv,9000,30,NORMAL
exp2_19drivers_1car_1route.csv,9030,30,NORMAL
exp2_19drivers_1car_1route.csv,9060,30,NORMAL
exp2_19drivers_1car_1route.csv,9090,30,NORMAL
exp2_19drivers_1car_1route.csv,9120,30,NORMAL
exp2_19drivers_1car_1route.csv,9150,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9180,30,NORMAL
exp2_19drivers_1car_1route.csv,9210,30,NORMAL
exp2_19drivers_1car_1route.csv,9240,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9270,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9300,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9330,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9360,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9390,30,NORMAL
exp2_19drivers_1car_1route.csv,9420,30,NORMAL
exp2_19drivers_1car_1route.csv,9450,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9480,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9510,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9540,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9570,30,NORMAL
exp2_19drivers_1car_1route.csv,9600,30,NORMAL
exp2_19drivers_1car_1route.csv,9630,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9660,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9690,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9720,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9750,30,NORMAL
exp2_19drivers_1car_1route.csv,9780,30,NORMAL
exp2_19drivers_1car_1route.csv,9810,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9840,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,9870,30,NORMAL
exp2_19drivers_1car_1route.csv,9900,30,NORMAL
exp2_19drivers_1car_1route.csv,9930,30,SLOW
exp2_19drivers_1car_1route.csv,9960,30,NORMAL
exp2_19drivers_1car_1route.csv,9990,30,NORMAL
exp2_19drivers_1car_1route.csv,10020,30,NORMAL
exp2_19drivers_1car_1route.csv,10050,30,NORMAL
exp2_19drivers_1car_1route.csv,10080,30,NORMAL
exp2_19drivers_1car_1route.csv,10110,30,NORMAL
exp2_19drivers_1car_1route.csv,10140,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,10170,30,NORMAL
exp2_19drivers_1car_1route.csv,10200,30,NORMAL
exp2_19drivers_1car_1route.csv,10230,30,NORMAL
exp2_19drivers_1car_1route.csv,10260,30,NORMAL
exp2_19drivers_1car_1route.csv,10290,30,NORMAL
exp2_19drivers_1car_1route.csv,10320,30,NORMAL
exp2_19drivers_1car_1route.csv,10350,30,NORMAL
exp2_19drivers_1car_1route.csv,10380,30,NORMAL
exp2_19drivers_1car_1route.csv,10410,30,NORMAL
exp2_19drivers_1car_1route.csv,10440,30,NORMAL
exp2_19drivers_1car_1route.csv,10470,30,NORMAL
exp2_19drivers_1car_1route.csv,10500,30,NORMAL
exp2_19drivers_1car_1route.csv,10530,30,NORMAL
exp2_19drivers_1car_1route.csv,10560,30,NORMAL
exp2_19drivers_1car_1route.csv,10590,30,NORMAL
exp2_19drivers_1car_1route.csv,10620,30,NORMAL
exp2_19drivers_1car_1route.csv,10650,30,NORMAL
exp2_19drivers_1car_1route.csv,10680,30,NORMAL
exp2_19drivers_1car_1route.csv,10710,30,NORMAL
exp2_19drivers_1car_1route.csv,10740,30,NORMAL
exp2_19drivers_1car_1route.csv,10770,30,SLOW
exp2_19drivers_1car_1route.csv,10800,30,NORMAL
exp2_19drivers_1car_1route.csv,10830,30,NORMAL
exp2_19drivers_1car_1route.csv,10860,30,SLOW
exp2_19drivers_1car_1route.csv,10890,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,10920,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,10950,30,NORMAL
exp2_19drivers_1car_1route.csv,10980,30,NORMAL
exp2_19drivers_1car_1route.csv,11010,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11040,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11070,30,NORMAL
exp2_19drivers_1car_1route.csv,11100,30,NORMAL
exp2_19drivers_1car_1route.csv,11130,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11160,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11190,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11220,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11250,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11280,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11310,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11340,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11370,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11400,30,NORMAL
exp2_19drivers_1car_1route.csv,11430,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11460,30,NORMAL
exp2_19drivers_1car_1route.csv,11490,30,NORMAL
exp2_19drivers_1car_1route.csv,11520,30,NORMAL
exp2_19drivers_1car_1route.csv,11550,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11580,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11610,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11640,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11670,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11700,30,NORMAL
exp2_19drivers_1car_1route.csv,11730,30,NORMAL
exp2_19drivers_1car_1route.csv,11760,30,NORMAL
exp2_19drivers_1car_1route.csv,11790,30,NORMAL
exp2_19drivers_1car_1route.csv,11820,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11850,30,NORMAL
exp2_19drivers_1car_1route.csv,11880,30,NORMAL
exp2_19drivers_1car_1route.csv,11910,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11940,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,11970,30,NORMAL
exp2_19drivers_1car_1route.csv,12000,30,NORMAL
exp2_19drivers_1car_1route.csv,12030,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12060,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12090,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12120,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12150,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12180,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12210,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12240,30,NORMAL
exp2_19drivers_1car_1route.csv,12270,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12300,30,NORMAL
exp2_19drivers_1car_1route.csv,12330,30,NORMAL
exp2_19drivers_1car_1route.csv,12360,30,NORMAL
exp2_19drivers_1car_1route.csv,12390,30,NORMAL
exp2_19drivers_1car_1route.csv,12420,30,NORMAL
exp2_19drivers_1car_1route.csv,12450,30,NORMAL
exp2_19drivers_1car_1route.csv,12480,30,NORMAL
exp2_19drivers_1car_1route.csv,12510,30,NORMAL
exp2_19drivers_1car_1route.csv,12540,30,NORMAL
exp2_19drivers_1car_1route.csv,12570,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12600,30,NORMAL
exp2_19drivers_1car_1route.csv,12630,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12660,30,NORMAL
exp2_19drivers_1car_1route.csv,12690,30,NORMAL
exp2_19drivers_1car_1route.csv,12720,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12750,30,NORMAL
exp2_19drivers_1car_1route.csv,12780,30,NORMAL
exp2_19drivers_1car_1route.csv,12810,30,NORMAL
exp2_19drivers_1car_1route.csv,12840,30,NORMAL
exp2_19drivers_1car_1route.csv,12870,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12900,30,NORMAL
exp2_19drivers_1car_1route.csv,12930,30,NORMAL
exp2_19drivers_1car_1route.csv,12960,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,12990,30,NORMAL
exp2_19drivers_1car_1route.csv,13020,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13050,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13080,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13110,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13140,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13170,30,NORMAL
exp2_19drivers_1car_1route.csv,13200,30,NORMAL
exp2_19drivers_1car_1route.csv,13230,30,NORMAL
exp2_19drivers_1car_1route.csv,13260,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13290,30,NORMAL
exp2_19drivers_1car_1route.csv,13320,30,NORMAL
exp2_19drivers_1car_1route.csv,13350,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13380,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13410,30,NORMAL
exp2_19drivers_1car_1route.csv,13440,30,NORMAL
exp2_19drivers_1car_1route.csv,13470,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13500,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13530,30,NORMAL
exp2_19drivers_1car_1route.csv,13560,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13590,30,AGGRESSIVE
exp2_19drivers_1car_1route.csv,13620,30,NORMAL
exp2_19drivers_1car_1route.csv,13650,30,NORMAL
exp2_19drivers_1car_1route.csv,13680,30,NORMAL
exp2_19drivers_1car_1route.csv,13710,30,NORMAL
exp2_19drivers_1car_1route.csv,13740,30,NORMAL
exp2_19drivers_1car_1route.csv,13770,30,NORMAL
exp2_19drivers_1car_1route.csv,13800,30,NORMAL
